gmap_id,name,address,city,category,state,tags,postal_code,latitude,longitude,stars,review_count,url
0x88e6d904c645351d:0xb07b9d0df77b6084,Panaggio’s Fusion Bistro,1500 Beville Rd Ste 410,Daytona Beach,Italian,FL,"['Restaurant', 'Italian restaurant', 'Pizza delivery', 'Pizza restaurant', 'Pizza Takeout']",32114,29.1715901,-81.0415238,4.1,33,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6d904c645351d:0xb07b9d0df77b6084?authuser=-1&hl=en&gl=us
0x88d9b7ec39637c5f:0x2605d817e4adc732,Signatures7,2250 NW 2nd Ave,Miami,American,FL,['Restaurant'],33127,25.7986177,-80.1994059,5.0,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b7ec39637c5f:0x2605d817e4adc732?authuser=-1&hl=en&gl=us
0x88d9b1c015ea1f1b:0x887379498535ceb0,Store Grocery,727 NW 111th St,Miami,American,FL,['Restaurant'],33168,25.8767771,-80.2104813,3.8,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b1c015ea1f1b:0x887379498535ceb0?authuser=-1&hl=en&gl=us
0x88e77ad07d393c57:0x23ebd5e5f4a03239,Sandwich Bar,2432 E Robinson St,Orlando,American,FL,"['Sandwich shop', 'Restaurant']",32801,28.5458043,-81.35046899999999,4.5,27,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77ad07d393c57:0x23ebd5e5f4a03239?authuser=-1&hl=en&gl=us
0x88c31def24a5cae5:0x6b6916c788d06681,Bay Point Middle School,2151 62nd Ave S,St. Petersburg,Beverages,FL,"['Middle school', 'Public educational institution', 'School']",33712,27.7136105,-82.6610451,3.7,35,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c31def24a5cae5:0x6b6916c788d06681?authuser=-1&hl=en&gl=us
0x88e77efef5f01409:0x7deb3a556b542eb4,Orlando Dinner Entertainment,6400 Carrier Dr,Orlando,American,FL,"['Association or organization', 'Restaurant']",32819,28.4554912,-81.4679202,4.5,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77efef5f01409:0x7deb3a556b542eb4?authuser=-1&hl=en&gl=us
0x88db6bb83e400001:0x93a63029c9ecfa83,"Lee County, FL Fire & EMS Dispatch Center",2665 Ortiz Ave,Fort Myers,Beverages,FL,['Department of Public Safety'],33905,26.6298828,-81.8101806,5.0,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db6bb83e400001:0x93a63029c9ecfa83?authuser=-1&hl=en&gl=us
0x88d9b161815f0cd1:0x788d294b23184585,CLOSED TO PUBLIC - The Salty Donut Kitchen,301 NE 61st St,Miami,American,FL,['Restaurant'],33137,25.8326141,-80.19002189999999,4.6,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b161815f0cd1:0x788d294b23184585?authuser=-1&hl=en&gl=us
0x88e8bb764b40114f:0xaec41d838f6bc69a,Domino's Pizza,3000 NW 83 St Bldg R,Gainesville,American,FL,"['Pizza delivery', 'Delivery Restaurant', 'Takeout Restaurant', 'Pizza restaurant', 'Pizza Takeout']",32606,29.6803962,-82.4331861,3.8,15,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e8bb764b40114f:0xaec41d838f6bc69a?authuser=-1&hl=en&gl=us
0x889145369e9288dd:0x4cce4a2e4b6a4ccf,Crystal beach,71 Shirah St,Destin,Beverages,FL,['Public bath'],32541,30.3830121,-86.4277948,4.0,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x889145369e9288dd:0x4cce4a2e4b6a4ccf?authuser=-1&hl=en&gl=us
0x88de0fd613762f17:0x32f7e0655e3ef18f,It's Just Wings,955 N Wickham Rd,Melbourne,American,FL,"['Chicken wings restaurant', 'Chicken restaurant', 'Restaurant']",32935,28.1229045,-80.671027,4.0,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de0fd613762f17:0x32f7e0655e3ef18f?authuser=-1&hl=en&gl=us
0x88e7814a49de5e67:0x6ba9a90d7848c8ae,Restrooms - Tortuga Tavern,Walt Disney World Resort,Orlando,Beverages,FL,['Public wheelchair-accessible bathroom'],32836,28.4184257,-81.5842534,5.0,3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7814a49de5e67:0x6ba9a90d7848c8ae?authuser=-1&hl=en&gl=us
0x88d9b776fc1fbf11:0x260f25a323bc24ea,Terciopelo coffee and lunch,255 E Flagler St Suit 74,Miami,Cafe,FL,"['Coffee shop', 'Cafe']",33131,25.7745358,-80.18903259999999,5.0,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b776fc1fbf11:0x260f25a323bc24ea?authuser=-1&hl=en&gl=us
0x88c2c6e9881a139d:0xe0102b406219bbb2,Florida Department of Health in Hillsborough County,8515 N Mitchell Ave,Tampa,Beverages,FL,['Public health department'],33604,28.0283222,-82.4519119,2.6,11,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c6e9881a139d:0xe0102b406219bbb2?authuser=-1&hl=en&gl=us
0x889381fc9fb6b7a9:0x1462d721c1f99d63,In & Out Seafood & Wings,805 N East Ave,Panama City,American,FL,"['Takeout Restaurant', 'American restaurant', 'Chicken wings restaurant', 'Fast food restaurant', 'Fish & chips restaurant', 'Hamburger restaurant', 'Restaurant']",32401,30.1492221,-85.6240504,4.5,78,https://www.google.com/maps/place//data=!4m2!3m1!1s0x889381fc9fb6b7a9:0x1462d721c1f99d63?authuser=-1&hl=en&gl=us
0x88e781ef85c22097:0x84e2c7be7d650d15,Aunt Polly's Dockside Inn,1180 Seven Seas Drive,Orlando,American,FL,"['Snack bar', 'Restaurant']",32836,28.4212379,-81.5802679,4.8,5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e781ef85c22097:0x84e2c7be7d650d15?authuser=-1&hl=en&gl=us
0x88e5b3d14b1e8f69:0x7cc8bdb937eb8bf,Mother's Cafe & Bar,2467 Faye Road,Jacksonville,American,FL,"['Southern restaurant (US)', 'Restaurant']",32226,30.4378682,-81.5802875,4.5,17,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5b3d14b1e8f69:0x7cc8bdb937eb8bf?authuser=-1&hl=en&gl=us
0x88db4018575dd455:0x8126a565c2f6f26c,3 Fishermen Seafood,5100 S Cleveland Ave #313,Fort Myers,American,FL,['Restaurant'],33907,26.5867157,-81.8736579,3.1,15,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db4018575dd455:0x8126a565c2f6f26c?authuser=-1&hl=en&gl=us
0x88db40ba9db030fd:0xc1063b40ea14bcff,Del Prado Steak House,3724 Del Prado Blvd S,Cape Coral,American,FL,['Restaurant'],33904,26.582342,-81.9425569,4.0,14,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db40ba9db030fd:0xc1063b40ea14bcff?authuser=-1&hl=en&gl=us
0x88c33e11e79a9965:0xef5cd784ce0ce1b8,Janet's Cafe,6130 15th St E,Bradenton,American,FL,"['Restaurant', 'Puerto Rican restaurant']",34203,27.4319445,-82.54697019999999,4.7,15,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c33e11e79a9965:0xef5cd784ce0ce1b8?authuser=-1&hl=en&gl=us
0x88db3f2b2225de91:0x77f995588cad28a7,Spice Wine Smoothies temporary closed,4125 Cleveland Ave Ste. 1400,Fort Myers,Cafe,FL,"['Wine store', 'Coffee shop', 'Hot dog restaurant', 'Snack bar']",33901,26.6015082,-81.8692164,3.5,15,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db3f2b2225de91:0x77f995588cad28a7?authuser=-1&hl=en&gl=us
0x88e5b9951f6ab215:0x867b668ee3a9f837,Westbrook Library,2809 Commonwealth Ave,Jacksonville,Beverages,FL,"['Public library', 'Library']",32254,30.3368642,-81.7143839,3.8,17,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5b9951f6ab215:0x867b668ee3a9f837?authuser=-1&hl=en&gl=us
0x88e6dbcfcca54dc1:0x7b66f82af38478f1,Nana’s Cookies and Pies (Frederikas Place),327 S Yonge St,Ormond Beach,American,FL,['Restaurant'],32174,29.2746389,-81.0575714,4.8,4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6dbcfcca54dc1:0x7b66f82af38478f1?authuser=-1&hl=en&gl=us
0x88ec58b0bba9cb45:0x107cb06387800d6a,King House (North China Gourmet),1415 Timberlane Rd # 405,Tallahassee,Asian,FL,"['Chinese restaurant', 'Asian restaurant', 'Delivery Restaurant', 'Takeout Restaurant']",32312,30.504302,-84.25392509999999,3.0,2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ec58b0bba9cb45:0x107cb06387800d6a?authuser=-1&hl=en&gl=us
0x88e77b077494f57d:0x436bfb8488f0c897,HD Kitchen,18 N Dollins Ave,Orlando,American,FL,"['Restaurant', 'Chicken wings restaurant', 'Down home cooking restaurant', 'Hamburger restaurant', 'Takeout Restaurant']",32805,28.542491,-81.40787499999999,4.5,4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77b077494f57d:0x436bfb8488f0c897?authuser=-1&hl=en&gl=us
0x88e77dad19c83825:0xda92ae15ae2b7920,Nestle Toll House Cafe by Chip,8001 S Orange Blossom Trl #1206,Orlando,American,FL,"['Cafe', 'Bakery', 'Coffee shop', 'Dessert shop', 'Ice cream shop', 'Sandwich shop']",32809,28.4456897,-81.39541899999999,3.1,16,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77dad19c83825:0xda92ae15ae2b7920?authuser=-1&hl=en&gl=us
0x88d9b79c36201e27:0xef2ed579ecb2d0a6,Krispy rice,1324 SW 1st Ave,Miami,American,FL,['Restaurant'],33130,25.7607065,-80.1952979,2.1,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b79c36201e27:0xef2ed579ecb2d0a6?authuser=-1&hl=en&gl=us
0x88e7650b058adc5b:0xc81975fef365cf76,Copas Restaurant Bar & Lounge,1742 Woolco Way,Orlando,American,FL,['Restaurant'],32822,28.5219909,-81.3121384,4.2,28,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7650b058adc5b:0xc81975fef365cf76?authuser=-1&hl=en&gl=us
0x88d9b33e79f066d1:0xdd0ec6c22dc2cd7c,Baywood Local Eatery,7010 Biscayne Blvd,Miami,American,FL,['Restaurant'],33138,25.8397641,-80.184463,4.5,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b33e79f066d1:0xdd0ec6c22dc2cd7c?authuser=-1&hl=en&gl=us
0x88d9b99c54d9fb41:0xa89a41a1e19b7fb6,Esencias Cafe,7500 NW 25th St STE 103,Miami,American,FL,['Restaurant'],33122,25.7962978,-80.3197521,4.6,45,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b99c54d9fb41:0xa89a41a1e19b7fb6?authuser=-1&hl=en&gl=us
0x88c2c75b830ec3fb:0x7ef881d17cd34808,D'Alessio Pizza & Pastries,14831 N Florida Ave,Tampa,American,FL,['Restaurant'],33613,28.0836605,-82.45911799999999,5.0,3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c75b830ec3fb:0x7ef881d17cd34808?authuser=-1&hl=en&gl=us
0x88c2c1ea8f4404f9:0xc7ebf2a550f8869d,Lenny's Sub Shop,5701 W Waters Ave,Tampa,American,FL,"['American restaurant', 'Box lunch supplier', 'Catering', 'Deli', 'Delivery Restaurant', 'Professional services']",33634,28.0260614,-82.5426367,1.0,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c1ea8f4404f9:0xc7ebf2a550f8869d?authuser=-1&hl=en&gl=us
0x88c2c4f199418f8f:0x610540c2747e67a6,Bennigan's,615 Channelside Dr #5942,Tampa,American,FL,['Restaurant'],33602,27.9431993,-82.4466767,2.0,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c4f199418f8f:0x610540c2747e67a6?authuser=-1&hl=en&gl=us
0x88c2c2f952f4fbe1:0x7cc08763ea2ea2bb,Faircount LLC,4915 W Cypress St,Tampa,Beverages,FL,"['Publisher', 'Media company', 'Media consultant', 'News service']",33607,27.9526133,-82.5274709,2.0,2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c2f952f4fbe1:0x7cc08763ea2ea2bb?authuser=-1&hl=en&gl=us
0x88d9b6bc85d1e88f:0x3a95ce5e65c53d46,Culmer Overtown Branch Library,350 NW 13th St,Miami,Beverages,FL,['Public library'],33136,25.7866058,-80.2006359,4.3,16,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b6bc85d1e88f:0x3a95ce5e65c53d46?authuser=-1&hl=en&gl=us
0x88c3176a1de9b51d:0xe7b695b98fafb7b4,El Tio Carlos,1649 1st St,Bradenton,American,FL,['Restaurant'],34208,27.4838094,-82.5623947,4.5,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c3176a1de9b51d:0xe7b695b98fafb7b4?authuser=-1&hl=en&gl=us
0x88e70d7d46700a23:0x8a9191a6c55c84fc,SUBWAY®Restaurants,252 Towne Center Cir,Sanford,American,FL,"['Restaurant', 'Caterer', 'Fast food restaurant', 'Sandwich shop']",32771,28.8039852,-81.3391224,4.7,3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e70d7d46700a23:0x8a9191a6c55c84fc?authuser=-1&hl=en&gl=us
0x88e71286d860ae23:0x8f1e6c4ea94674a6,Joe's Crab Shack,4659 W 1st St,Sanford,American,FL,"['Seafood restaurant', 'Bar', 'Restaurant']",32771,28.8108496,-81.33354659999999,3.1,55,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e71286d860ae23:0x8f1e6c4ea94674a6?authuser=-1&hl=en&gl=us
0x88e762ef9531c1f3:0xbace8f1e15c2dfa8,Starbucks,"Lvl 1 Rental Car, 1 Jeff Fuqua Blvd MCO Pre Sec Term B",Orlando,Cafe,FL,['Coffee shop'],32827,28.431598,-81.307974,3.3,28,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e762ef9531c1f3:0xbace8f1e15c2dfa8?authuser=-1&hl=en&gl=us
0x88d9ab9f3edd30e7:0x297c33e88f6952e8,iPos Point of Sale,4995 NW 72nd Ave #307,Miami,American,FL,"['Software company', 'Accounting software company', 'Business to business service', 'Computer networking center', 'Delivery service', 'Financial institution', 'Restaurant supply store', 'Website designer']",33166,25.8184378,-80.31308469999999,5.0,117,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9ab9f3edd30e7:0x297c33e88f6952e8?authuser=-1&hl=en&gl=us
0x8891435637927f6f:0x5d4f0358f3706bc9,Shell,34920 Emerald Coast Pkwy,Destin,American,FL,"['Gas station', 'ATM', 'Car wash', 'Convenience store', 'Restaurant']",32541,30.3883974,-86.4257173,2.3,7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8891435637927f6f:0x5d4f0358f3706bc9?authuser=-1&hl=en&gl=us
0x88de0d26b3d70f89:0xb070401a161f25c8,Cumberland Farms,105 Malabar Rd,Palm Bay,Cafe,FL,"['Gas station', 'Coffee shop', 'Convenience store']",32907,27.9996047,-80.672101,3.7,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de0d26b3d70f89:0xb070401a161f25c8?authuser=-1&hl=en&gl=us
0x88e779174acce047:0x97d6b04d9064021f,Chez Kikise Haitian Food,6415 W Colonial Dr,Orlando,American,FL,['Restaurant'],32818,28.5525381,-81.4709378,4.9,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e779174acce047:0x97d6b04d9064021f?authuser=-1&hl=en&gl=us
0x889174dc2894971f:0x78f7083260db961a,T W Performance,131 Twin Oak Dr,Crestview,Beverages,FL,['Publisher'],32536,30.798525,-86.56334299999999,2.5,2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x889174dc2894971f:0x78f7083260db961a?authuser=-1&hl=en&gl=us
0x88e77b39aeea56ed:0x7f8cf15682e5d24c,PAPA LLAMA,2840 Curry Ford Rd,Orlando,American,FL,['Restaurant'],32806,28.5233587,-81.3464454,4.6,37,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77b39aeea56ed:0x7f8cf15682e5d24c?authuser=-1&hl=en&gl=us
0x88dd855ba878b291:0xa5a1f549451ab53d,Kangaroo Express,1297 Simpson Rd,Kissimmee,Cafe,FL,"['Convenience store', 'ATM', 'Coffee shop', 'Coffee store', 'Diesel fuel supplier', 'Gas station', 'Snack bar', 'Soft drinks shop']",34744,28.3038219,-81.3504523,2.9,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd855ba878b291:0xa5a1f549451ab53d?authuser=-1&hl=en&gl=us
0x88e76606f050b611:0x76545bd72b71deb1,Louie & Maria's Italian Restaurant,9728 E Colonial Dr,Orlando,American,FL,['Restaurant'],32817,28.5682947,-81.2482225,4.3,14,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e76606f050b611:0x76545bd72b71deb1?authuser=-1&hl=en&gl=us
0x88db15b5f8d2e5d3:0xd2bf1393b9451b25,Meade's BBQ,7600 Alico Rd #4,Fort Myers,American,FL,['Restaurant'],33912,26.4922234,-81.8273947,4.9,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db15b5f8d2e5d3:0xd2bf1393b9451b25?authuser=-1&hl=en&gl=us
0x88ec61fd3e87abeb:0x4f635dd897f06448,Big Randy’s,1875 Oak Ridge Rd E,Tallahassee,American,FL,['Restaurant'],32305,30.3210261,-84.24816489999999,4.0,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ec61fd3e87abeb:0x4f635dd897f06448?authuser=-1&hl=en&gl=us
0x88d9b64fee5193ab:0x86da272b8d1aa234,Quiznos,2490 SW 17th Ave,Miami,American,FL,"['Sandwich shop', 'Caterer', 'Deli', 'Fast food restaurant', 'Restaurant']",33145,25.7463033,-80.2219976,3.0,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b64fee5193ab:0x86da272b8d1aa234?authuser=-1&hl=en&gl=us
0x88d9294b8c3c29a3:0xa35628f7d7d3dd51,Titos wpb,2295 S Military Trail,West Palm Beach,American,FL,['Restaurant'],33415,26.6433213,-80.113,4.6,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9294b8c3c29a3:0xa35628f7d7d3dd51?authuser=-1&hl=en&gl=us
0x88e5b8e92b6cc247:0xf3623525c87b15ac,Tienda El Castillo,1315 Lane Ave S,Jacksonville,European,FL,"['Restaurant', 'Bakery', 'Breakfast restaurant', 'Burrito restaurant', 'Candy store', 'Convenience store', 'Grocery store', 'Spanish restaurant', 'Taco restaurant', 'Tobacco shop']",32205,30.2992488,-81.75124819999999,3.7,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5b8e92b6cc247:0xf3623525c87b15ac?authuser=-1&hl=en&gl=us
0x88e5b7442114f69d:0x9ae155d52e7b067e,Palm Tree Spa & Cafe Inc,1274 State St W,Jacksonville,Cafe,FL,"['Coffee shop', 'Cafe']",32204,30.3390302,-81.6752004,5.0,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5b7442114f69d:0x9ae155d52e7b067e?authuser=-1&hl=en&gl=us
0x88d9b7263b4f5db7:0xbd6aa899da147529,Nordali Shapewear,2404 NW 20th St,Miami,American,FL,"['Underwear store', 'Lingerie store', 'Brasserie']",33142,25.7940633,-80.2358618,4.8,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b7263b4f5db7:0xbd6aa899da147529?authuser=-1&hl=en&gl=us
0x88d8d725942517ff:0x9c7c6d0e555f87f,Luxury Lifestyle Report,2000 Palm Beach Lakes Blvd,West Palm Beach,Beverages,FL,['Publisher'],33409,26.7152211,-80.0915977,4.3,48,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8d725942517ff:0x9c7c6d0e555f87f?authuser=-1&hl=en&gl=us
0x88d9b1142cdb7015:0xb41a0c87a679f7ce,Drunken Wok,1112 NW 62nd St,Miami,American,FL,['Takeout Restaurant'],33150,25.831798,-80.214912,2.6,47,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b1142cdb7015:0xb41a0c87a679f7ce?authuser=-1&hl=en&gl=us
0x88e77b8f2d166875:0x33239ebde28f1b20,Veronica’s Restaurant,4300 S Orange Blossom Trl,Orlando,American,FL,"['Haitian restaurant', 'Restaurant']",32839,28.4996668,-81.3971773,3.9,25,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77b8f2d166875:0x33239ebde28f1b20?authuser=-1&hl=en&gl=us
