user_id,name,stars,text,gmap_id,date,hour,sentiment_analysis
109482361352028285101,Steven Santos,1,I arrived here for some gas and a snack but the attendant was too busy playing around with the register to even acknowledge the growing line outside the store. First and last time I ever go to this location. WaWa is down the street and that's where I'm going,0x88c2cda83a9f6a53:0xc73b10ca34c42fe9,2019-08-11,08:05:55,2
117256545734732733980,Ian Cochran,1,I was almost struck by a vehicle that sharply cut in front of me to get into this circle k. Followed the vehicle in to find out its a friend of a guy that works there. They even laughed it off like it didnt matter. My 4yr old and the other passengers could have been seriously injured. Its not funny. Worst gas station in the tampa bay area.,0x88c2cda83a9f6a53:0xc73b10ca34c42fe9,2019-12-21,08:53:37,2
108872145185673035439,Victor J Perez Contreras,2,"No one gives attention to the costumers ( the black girl tonight was seating w a jacket cool
And the costumers? Make a line ? 2 registers ,
And FAT chick in the day time ( white girl ) is not better some times I need to go around to keep away from this store ! And the close the doors ?",0x88c2cda83a9f6a53:0xc73b10ca34c42fe9,2018-10-23,04:58:21,1
100589862999217643499,Miguel Neri,5,None,0x88c2cda83a9f6a53:0xc73b10ca34c42fe9,2018-01-25,00:02:06,1
114020954499831997265,Tracy Barefoot,3,None,0x88c2cda83a9f6a53:0xc73b10ca34c42fe9,2017-08-29,16:24:22,1
113219340551131137958,Barb Hunter,5,None,0x88c2cda83a9f6a53:0xc73b10ca34c42fe9,2018-02-05,15:44:19,1
104696254197007444984,Marlene Blanton,5,None,0x88c2cda83a9f6a53:0xc73b10ca34c42fe9,2018-10-20,01:12:23,1
110545144512445737172,B. Espino,5,None,0x88c2cda83a9f6a53:0xc73b10ca34c42fe9,2018-12-01,18:49:59,1
111991579061230600712,Carmelo Ortiz,5,It is a very good place it is very convenient they have everything you need Gas and food and cold drinks and cold Beers 🍻 and bag's of ice 🧊 and very friendly and awesome worker's. 😀,0x88e7118ceff75eed:0xcf31b593cb481b87,2021-04-16,00:43:03,4
101693329478655737746,David Coates,1,Dont list your store as being 24hr if you stand out in the parking lot playing and joking around with other employees and customers telling people you are closed. All the lights were on and gas pumps were on. Maybe you just wanted to get that last cigarette in. 24hr BS.,0x88e7118ceff75eed:0xcf31b593cb481b87,2020-09-04,06:16:44,1
117630160034706218890,sue anne Smith,3,It is easy in and out.,0x88e7118ceff75eed:0xcf31b593cb481b87,2021-01-20,02:00:20,1
108479429566629212032,Steve Summerlin,5,I go here for gas and to pick up more Mountain Dew Livewire.,0x88e7118ceff75eed:0xcf31b593cb481b87,2019-08-22,22:39:54,1
106939266532560068059,Troy,5,Great store friendly service.,0x88e7118ceff75eed:0xcf31b593cb481b87,2020-03-05,02:25:59,3
113478532900568643233,Wesley Walsh,1,It’s a Shell gas station and the fuel rewards program never works here. Why on earth do you guys have this as a shell if you can honor the main reason people use your gas rewards program.,0x88e7118ceff75eed:0xcf31b593cb481b87,2018-08-30,20:31:51,3
104295689594318859985,Victor Montanez,5,"Good service,but to many homeless people hanging out in the parking.",0x88e7118ceff75eed:0xcf31b593cb481b87,2018-10-16,23:37:50,1
118122550372540809641,Wendy Davison,5,This store is very convenient and easy to get in and out of. There are plenty of gas pumps and it is very accessible to people with special needs.,0x88e7118ceff75eed:0xcf31b593cb481b87,2017-09-24,19:20:22,3
104908857048915979700,Philip Karle,2,Stopped in today. It is not Kangaroo Express anymore; it's now Circle K. Kangaroo had fresh Krispy Kreme donuts. Circle K does not.,0x88e7118ceff75eed:0xcf31b593cb481b87,2016-03-23,04:44:50,1
104210877740230778827,",Sandra Roberts",5,Very nice 👌,0x88e7118ceff75eed:0xcf31b593cb481b87,2019-08-15,22:32:38,1
105883212269116781320,Richard Stickney,2,Local business. Easy access.,0x88e7118ceff75eed:0xcf31b593cb481b87,2017-08-01,21:41:21,1
106390494276845294172,Lisa Constantine,5,None,0x88e7118ceff75eed:0xcf31b593cb481b87,2020-06-28,22:35:25,1
101587472789574884054,James C.,5,None,0x88e7118ceff75eed:0xcf31b593cb481b87,2020-01-03,00:58:16,1
108362492814411778589,Billy Jackson,3,None,0x88e7118ceff75eed:0xcf31b593cb481b87,2021-05-02,04:41:21,1
105233199442237938382,Shevawn Feldmann,3,None,0x88e7118ceff75eed:0xcf31b593cb481b87,2018-05-25,18:05:04,1
108274836864055211218,Dean Campbell,1,"No, no, NO ... do not stop here.
What's wrong everything ...
Tried 3 pumps, all accepted card, gave instructions to pump as normal, but wouldn't function, no indication why. Nothing pumped, but gave $0.00 receipt, moved to another pump, same experience. Went inside, extremely poor English, out of Regular, doesn't know if other stations in the area. No signs or other notices posted, asked why, told too much trouble, nothing to use to post.
Back out, tried ""Plus"", pumped $0.67 worth in 3 minutes.
Finally pumped the ""93 high octane"" ok but paid $8 more than the regular that was needed.
Pumps also in poor repair. Pump ""on"" latches worn out. Shall I keep going?
There is another much better station about 1/2 mile closer the airport.",0x88e71333eead20eb:0xb496b4d5e14f690d,2021-07-19,03:39:24,1
111991579061230600712,Carmelo Ortiz,5,It is a very good gas station they have everything you need for your convenience. 😀,0x88e71333eead20eb:0xb496b4d5e14f690d,2021-04-05,21:02:48,1
106888950702946930809,Eliazar Velazquez,1,The cashier guy was licking his fingers to open the plastic bag multiple times. Touch receipt/ card and items... I did found a MasterP ramen that made me lol.,0x88e71333eead20eb:0xb496b4d5e14f690d,2021-04-04,05:32:27,1
104241562704749149453,Greg Wayte,1,I would never use this store. The people are rude and will sell you expired things then not give you money back when you show them there products are bad. Becareful of the pizza,0x88e71333eead20eb:0xb496b4d5e14f690d,2020-11-25,18:33:01,1
102494449360969958354,Zak L,2,Needs an update. Pump credit system not working,0x88e71333eead20eb:0xb496b4d5e14f690d,2021-03-31,20:15:52,1
110318658914671251036,Angelica Ross,1,"I gave the clerk three bills, a 20, 10 and 1. He insisted the 10 was a 5 and did not give me change as I waited patiently. He said, what do you want, as I stood at the counter waiting for my change and receipt. I asked him kindly to check the cameras as it could have been a mistake. He replied that his cameras do not work. Do not pay cash here for gas.",0x88e71333eead20eb:0xb496b4d5e14f690d,2018-11-01,18:21:37,1
108491801367044304954,Summer Adams,2,I went to this store for a snack for my 2 year old daughter and for some gas. When I came in everything was okay. my daughter got her chips and we went to the counter. She saw the candy wanted it like most 2 year olds would. I had to try to calm her and tell her the guy already rang up the chips and he was quite impatient with us. I had to pay with ebt for the food. A lady came in after me and paid for 20 in gas. I had to get back in line after her to pay for gas separately on my debit card. I told the cashier I wanted 5.98 and what pump to put it on. He questioned me why I chose to put that little in gas. I had to tell him that's all I had in my bank account and i'm a student. I felt really uncomfortable there and the cashier was invasive and impatient.,0x88e71333eead20eb:0xb496b4d5e14f690d,2018-07-25,18:32:00,1
103365476699768350635,Jay. Dancehall Link,1,Going for just Gas! No problem... but depends on who is behind the counter .. very rude!!!!!!!!,0x88e71333eead20eb:0xb496b4d5e14f690d,2017-07-24,15:07:03,1
108956231723248676087,Big Russ,4,None,0x88e71333eead20eb:0xb496b4d5e14f690d,2016-02-06,15:12:09,1
103734842435926143868,Monica Gonzalez,1,None,0x88e71333eead20eb:0xb496b4d5e14f690d,2019-07-21,13:43:55,1
105173696997260836707,Dominick Doria,1,"On October 08 at 6:00pm I purchased gas followed by a car wash. NO soap was released. Function lights remained at top.  I informed the attendant who walked to car wash area with me. He very arrogantly pointed   to the soap barrels and said THEY ARE FULL, YOU GOT YOUR SOAP!  I agreed there was soap in barrel but told him none came out. I then pointed to the floor and and showed him that even though I Just had my car ""washed"" there was No soapy puddles or residue on the ground and my car was still dirty. I offered to pay for another car wash and if soap came out I leave paying for both washes. If  no soap comes out you refund my money. He then with anger waved me away turned and walked back to the store.",0x88d9a5d744613175:0xd114190ca7a7493e,2020-10-12,04:59:31,1
114733584809581818779,Wendy Rodriguez,1,This place says 24 hours open but it's closed by 12am when I get here!!  3 times in a row,0x88d9a5d744613175:0xd114190ca7a7493e,2021-06-01,04:12:18,1
112269163923403591757,Michael Razz,1,Lady was already closed before 10pm.. I been going to this Chevron for years and they never been closed this early,0x88d9a5d744613175:0xd114190ca7a7493e,2019-08-13,02:11:26,1
113059620815241138884,RALPH DEMASI,5,I filled my tank then decided to get a car wash.I pulled in and turned off my engine then ready to drive through the car wash my car would not start.Two gentleman that worked their pushed me through to clear the area.Nice service and gas prices are great.,0x88d9a5d744613175:0xd114190ca7a7493e,2019-08-03,15:20:19,3
106209324247121707203,Miguel Hernandez,1,Watch your receipt. It automatically asks you for a car wash. I pressed NO and it charged me anyways.,0x88d9a5d744613175:0xd114190ca7a7493e,2018-10-27,03:33:11,1
107463201495346725295,Carlos Villegas,5,"I frequent this gas station (for gas and car wash) and so far the experience have been great, their gas prices are very competitive too. The only complaint I can have is that most of the time it's crowded.",0x88d9a5d744613175:0xd114190ca7a7493e,2015-10-24,19:22:09,2
110968084626144458694,Stephanie Jean,4,The usually have the Best prices in the area and friendly staff.,0x88d9a5d744613175:0xd114190ca7a7493e,2016-12-06,03:31:49,3
115935437163329980148,Marcus Blakemore,3,Place be congested.,0x88d9a5d744613175:0xd114190ca7a7493e,2017-05-14,02:41:50,1
117100054470528205125,Hiram Rodriguez,5,Good,0x88d9a5d744613175:0xd114190ca7a7493e,2017-01-29,03:24:38,1
114534092147280462555,Falismar Leal,4,"(Translated by Google) It has good prices on gas, and excellent price on carwash! And you can get more out of the GetUpside cash back app

(Original)
Tiene buenos precios en el gas, y excelente precio en el carwash! Y puedes sacar mayor provecho con la aplicación GetUpside de cash back",0x88d9a5d744613175:0xd114190ca7a7493e,2020-02-10,03:20:51,3
111112831701379800765,Gloria mejia,1,"(Translated by Google) That gas station stole the identity of my Credit Card and they told me almost $ 400 to use it directly at the gas pump. My advice is not to use your Credit Card outside. Abu is stealing the information from your Card between inside and not so because I had a bad time with a tea grill There is very bad service I really do not recommend it to anyone

(Original)
Esa gasolinera me robó la identidad de mi Targeta de crédito y me contaron casi $400 por que la use directamente en la bomba de gasolina mi consejo es que no use su Targeta de crédito a fuera Abu estar robando la información de tu Targeta entre a dentro y no así por que tuve un mal rato con un tea asador de Hay muy mal servicio la verdad no la recomiendo a nadie",0x88d9a5d744613175:0xd114190ca7a7493e,2017-04-28,13:40:31,1
103503915043420398392,Famous “Famous Amos” Amos,1,None,0x88d9a5d744613175:0xd114190ca7a7493e,2020-03-10,03:41:49,1
109790133149288364002,Gina E,5,Michelle &  Miykael were so helpful and extremely nice. You don’t see this kind of customer service everyday! Happy I stopped here. They have such good energy here I love it!!,0x88c2c7d9e3bae7e1:0x2e1dc4115c25ab2,2020-06-29,04:21:21,4
109124779040414606068,Gary Byrd,1,Went in there on a Saturday morning at 7:30 and i wastold I couldn't buy beer until 10::30 in the morning then I was told to put back all the beer that I had grabbed for a Saturday morning when you're allowed to buy beer after 7 then I left went to another store and got beer  The employees they have working don't know the the laws just an fyi Monday through Saturday after 7am you can buy alcohol Sunday morning not until 11 am train your employees better,0x88c2c7d9e3bae7e1:0x2e1dc4115c25ab2,2020-04-18,12:07:38,2
102675564891708087402,Anthony Cartagena,3,"I travel all over...

This location is the best one...great service ... Friendly
👍👍👍",0x88c2c7d9e3bae7e1:0x2e1dc4115c25ab2,2019-03-13,00:00:06,3
106444496506221006456,S. Hustle,5,"Kenya is a BLESSING to the establishment
PERIOD!",0x88c2c7d9e3bae7e1:0x2e1dc4115c25ab2,2019-02-17,03:55:09,2
107949838986866791758,Anthony Keating,4,New store.get gas. Clean,0x88c2c7d9e3bae7e1:0x2e1dc4115c25ab2,2017-11-23,01:49:46,1
103694882280822284803,Linton Harris,4,Pumpkin latte was amazing,0x88c2c7d9e3bae7e1:0x2e1dc4115c25ab2,2015-11-17,15:30:59,2
112147773351875673901,William Derryberry,5,None,0x88c2c7d9e3bae7e1:0x2e1dc4115c25ab2,2019-12-21,22:11:24,1
113301409425970020451,Kevin Piercey,4,None,0x88c2c7d9e3bae7e1:0x2e1dc4115c25ab2,2017-08-17,22:23:48,1
102164746938601274739,Richard Tippin,1,None,0x88c2c7d9e3bae7e1:0x2e1dc4115c25ab2,2015-12-13,07:55:35,1
114777852397162113103,andrea roper,1,None,0x88c2c7d9e3bae7e1:0x2e1dc4115c25ab2,2018-10-18,05:41:19,1
105134144265508136092,Frank Morreale,4,"I could do without the loud music constantly playing at this location. The pavement outside the building is absolutely disgusting. Inside the store is kept very clean, that I do appreciate. I wish I didn't have to knock on the glass to have the cashier let me in at 5am. I mean are you really worried about getting robbed at 5am in West Sunrise?",0x88d908fe7aa9e9d9:0x42f4630e35b91205,2021-04-13,20:38:54,1
109102433595648381838,Alexander Henderson,1,"This must be the SLOWEST pump in the country! Drip, drip, drip.
Dont waste your time here.   Go to the next station.",0x88d908fe7aa9e9d9:0x42f4630e35b91205,2017-05-25,20:53:25,1
100045173897893117956,Biz Pix,5,By far the least expensive regular gas station in West Sunrise. Excellent Car Wash for only $3 with purchase of gas you can't really beat that at all. If you're anywhere close by this might be a good place for you to stop pick up some gas.,0x88d908fe7aa9e9d9:0x42f4630e35b91205,2017-12-06,21:18:22,2
107239947262519298793,Robert E Jones,5,"Just left there and place is always busy, however unit is immaculate and man taking money is always very  gracious.",0x88d908fe7aa9e9d9:0x42f4630e35b91205,2020-01-09,19:50:05,2
107353036430108120964,S. Buth,4,"Good prices, slow pumps.",0x88d908fe7aa9e9d9:0x42f4630e35b91205,2018-04-27,00:10:13,1
102518641121126586324,Kate,2,"The best employees work here. I love the friendly customer service.

Sadly the gas prices are too high. I live locally amd will be switching to an other gas staion on sunrise.

Also, please refresh the window cleaning water.",0x88d908fe7aa9e9d9:0x42f4630e35b91205,2019-05-01,00:33:56,4
114190344095750684159,Christy Bosco,1,"DON'T DESERVE 1 STAR, CAR WASH PULLED MY WIPER OUT TOO FAR AND RED WASHER STRIPS STUCK IN IT, GAS STATION HASN'T PAID FOR IT AND WE GAVE THEM AN ESTIMATE TO PAY!",0x88d908fe7aa9e9d9:0x42f4630e35b91205,2019-09-01,15:12:54,1
109149841366113049133,Tiago Seiler,1,They require a minimum purchase to use a cresit card. That is against Visa and MC contracts. Reported them to Visa and MC and won't be coming back.,0x88d908fe7aa9e9d9:0x42f4630e35b91205,2014-10-06,17:43:51,1
115784498014255801937,K O,5,Nice ppl.,0x88d908fe7aa9e9d9:0x42f4630e35b91205,2019-03-15,23:28:29,1
117724317619156442291,Bryant Scott,1,Almost half of their vacuum and air machines are broken. You put the right amount of quarters in and it doesn't come on. They don't give any reimbursements either. It's like playing Russian roulette. Very poor customer service.,0x88d908fe7aa9e9d9:0x42f4630e35b91205,2017-04-13,18:24:51,1
108100163901323652387,Pablo Fernandez,1,Gas pumps are slow and machines for air/vacuum don’t work,0x88d908fe7aa9e9d9:0x42f4630e35b91205,2018-07-18,04:42:09,1
115076534224990149385,Patricia Cavallo,5,Great customer service!!!,0x88d908fe7aa9e9d9:0x42f4630e35b91205,2018-06-14,05:47:16,3
105726621440271275609,Fabian F,3,Good price,0x88d908fe7aa9e9d9:0x42f4630e35b91205,2016-04-22,03:18:02,1
116640233975676894724,Jorge Akkari,3,"(Translated by Google) This place has one of the best gasoline prices in the area and has a car wash, however it does not have instruments to clean your windshield ...

This place has one of the best prices for gas in the area and has autolavado however it has no instruments for one to clean the windshield ...

(Original)
Este lugar tiene uno de los mejores precios de gasolina de la zona y posee autolavado sin embargo no tiene instrumentos para uno limpiar su parabrisas...

This place has one of the best prices for gas in the area and has autolavado however it has no instruments for one to clean the windshield...",0x88d908fe7aa9e9d9:0x42f4630e35b91205,2017-12-12,15:56:14,4
110805510356206441873,jorge rodriguez,5,"(Translated by Google) The price is one of the best. They have improved the service and the car wash machine is new, and they improved the service, Thanks

(Original)
El precio es de los mejores.    Han mejorado el servicio y la máquina de lavado de autos es nueva, y mejoraron en el servicio,Gracias",0x88d908fe7aa9e9d9:0x42f4630e35b91205,2018-04-21,17:43:52,4
102626178442210754775,J Lazo,5,None,0x88d908fe7aa9e9d9:0x42f4630e35b91205,2018-05-14,09:05:09,1
111519351610131934161,Jewels D,5,None,0x88d908fe7aa9e9d9:0x42f4630e35b91205,2016-07-24,13:54:58,1
103947672289216977478,Julio Cesar Romero,5,None,0x88d908fe7aa9e9d9:0x42f4630e35b91205,2017-11-21,16:01:17,1
103671696463950606099,Roger Eduardo Villamizar Zamora,5,None,0x88d908fe7aa9e9d9:0x42f4630e35b91205,2014-03-05,00:59:15,1
115798934159593278612,Haidy Cojimar,5,None,0x88d908fe7aa9e9d9:0x42f4630e35b91205,2017-08-02,01:44:18,1
112584187844475982306,Brandon McCall,5,None,0x88d908fe7aa9e9d9:0x42f4630e35b91205,2016-06-26,15:12:24,1
116569472416351266657,Karen Zuniga,1,"Absolute worse place to pump gas. Had skimming issues here, the pumps not working, one cashier , even one employee just being here. Every encounter here is honestly so frustrating.",0x88dd3886366f53d3:0x585f151abad45e04,2021-02-22,13:28:23,1
107260205520228009371,Debbie Sams Thacker,5,"Very convenient for gas,polar pops, snacks and drinks.",0x88dd3886366f53d3:0x585f151abad45e04,2021-03-22,17:08:33,1
117097954957718749362,carolyn sands,3,Just needed 2 cashiers instead of one with the line that was there. If another employee is stocking..they should stop and get the line down for sure,0x88dd3886366f53d3:0x585f151abad45e04,2021-01-17,16:50:02,1
110951981147507023226,Ronnie F'n D,1,"Dirty, rude staff, would not recommend stopping here unless you absolutely had to.",0x88dd3886366f53d3:0x585f151abad45e04,2021-01-17,13:00:08,1
117633883025558979064,Bobbie-Jo Barber,1,I didn't even want to give it one star.. The new people dont get trained properly. They are not following the 6ft distance they got people lined up right behind each other maybe 1ft apart. There are very few employees who know what they are doing.. alot of times there is a big line and only one employee in sight..They need some more help that knows what they are doing,0x88dd3886366f53d3:0x585f151abad45e04,2020-04-04,00:24:44,1
100213497655299615522,pedro mansilla,5,"Good customer service, i had a little inconvenience   an Tasha was there and help me, she solved in seconds thanks tasha",0x88dd3886366f53d3:0x585f151abad45e04,2020-06-10,18:45:20,3
113402430547563487159,Richard Nobiletti,1,"This place had more homeless, beggers sitting outside their front door than they had employees in the building. Mooched as you walk in, mooched as you walk out. Literally camped out front with their polar pops and back packs. Piss poor management. Dirty store as well. Love circle k, just not this one.",0x88dd3886366f53d3:0x585f151abad45e04,2018-04-25,12:51:52,1
103022949294555320119,Amy Clark,5,Easy in easy out. Great service.,0x88dd3886366f53d3:0x585f151abad45e04,2017-03-22,20:49:16,3
103321762745150673899,Hugh Janus,5,The bathrooms were gross and rat infested. I saw one of the employees open a carton of milk and drink it then put it back on the shelf. All their candy is stale and is 5 years past it's expiration date. 10/10 would come again.,0x88dd3886366f53d3:0x585f151abad45e04,2017-02-14,13:06:34,1
113439094041263896599,Dustin Kelley,4,None,0x88dd3886366f53d3:0x585f151abad45e04,2016-01-21,14:41:48,1
113255555306740046442,Tracy C,1,"This girl that work on Saturday morning don't know what she is doing. Look like she is high or something giving some wired answers. One of them was "" on Saturday we don't sale alcohol until 10am That is a Florida law"" . I still going to get some gas and that is it , not going to the store specially in morning😅",0x88e77871dc8a4e7b:0x184613e1e675f36f,2020-08-15,12:15:16,2
