business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories,hours
cpjv8YS2DMNIRK6C2MWmIg,RaceTrac,2854 Gulf To Bay Blvd,Clearwater,FL,33759,27.9610047,-82.7194345,3.5,8,"Automotive, Convenience Stores, Food, Gas Stations","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
ewhGlOAo3GYriPFnLV004g,China Star,1762 22nd St S,Saint Petersburg,FL,33712,27.7524013,-82.6614647,3.0,6,"Chinese, Restaurants",Hours not specified
uxJRSGuOpTv4g7U7gWANyw,Pizza Hut,5020 E Bay Dr,Clearwater,FL,33764,27.9179833,-82.734651,3.0,9,"Chicken Wings, Fast Food, Restaurants, Italian, Pizza","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-1:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-0:0'}"
k3EQAQGptzHzl6oEoas61w,Ithai & Sushi Restaurant,11002 Seminole Blvd,Largo,FL,33778,27.8730288,-82.7875025,4.0,63,"Restaurants, Thai, Sushi Bars","{'Monday': '16:30-21:30', 'Tuesday': '16:30-21:30', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '16:30-22:0', 'Saturday': '16:30-22:0', 'Sunday': '16:30-21:30'}"
_O16xyQwp0YSTG2RgweRYA,Luigi's Italian Restaurant,"3224 W Gandy Blvd, Ste 3",Tampa,FL,33611,27.893361,-82.49954,3.5,37,"Italian, Hair Salons, Pizza, Restaurants, Beauty & Spas","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '16:0-23:0', 'Sunday': '17:0-22:0'}"
6O6W8hHIMs-xJWT6yfh5qw,Suzi's Restaurant,1555 E Bay Dr,Largo,FL,33771,27.916168,-82.772327,4.5,35,"Breakfast & Brunch, Diners, American (New), Restaurants, Greek","{'Tuesday': '6:0-14:0', 'Wednesday': '6:0-14:0', 'Thursday': '6:0-14:0', 'Friday': '6:0-14:0', 'Saturday': '6:0-14:0', 'Sunday': '6:0-14:0'}"
e9J0IWHyYGU-AcCqTQ7lSA,Kaisen Sushi,14841 N Dale Mabry Hwy,Tampa,FL,33618,28.083075,-82.504375,4.0,69,"Restaurants, Sushi Bars, Japanese","{'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0'}"
Yh_KhyVD6ZBwsIQQ1wSUpw,Pho An Hoa Restaurant,2730 W Waters Ave,Tampa,FL,33614,28.0250188,-82.4881568,4.0,160,"Vietnamese, Restaurants","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-21:0'}"
peL7F35gY6nXuXDD-08LAA,Asian Kitchen,30611 US Hwy 19 N,Palm Harbor,FL,34684,28.0512845,-82.7362063,4.0,51,"Restaurants, Chinese, Asian Fusion","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '16:0-22:0'}"
OFOCckxzypHnh35Xj5FQ4g,Sunoco,403 S MacDill Ave,Tampa,FL,33609,27.940735,-82.4937399,3.0,8,"Gas Stations, Automotive",Hours not specified
M4pf66QgBEu45FF_ivqk7g,Pacific Counter,660 Central Ave,Saint Petersburg,FL,33701,27.770927,-82.642797,4.5,410,"Sushi Bars, Poke, Restaurants, Hawaiian, Asian Fusion, Food","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-15:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
rpnuLtrfmYJuQUOVILCdBw,Grand Hacienda,11955 Sheldon Rd,Tampa,FL,33626,28.0573657458,-82.5821880689,3.5,37,"Mexican, Restaurants","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:30-21:0'}"
QlI4_BHwxb5UplGwd4vE0w,Fiesta Taqueria,"1479 Belcher Rd, Ste B",Largo,FL,33771,27.9035372,-82.7457031,4.5,123,"Mexican, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-20:30'}"
2KIDQyTh-HzLxOUEDqtDBg,Mazzaro's Italian Market,2909 22nd Ave N,Saint Petersburg,FL,33713,27.7922562,-82.673539,4.5,1551,"Specialty Food, Delis, Coffee Roasteries, Butcher, Meat Shops, Food, Restaurants, Grocery, Italian","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-14:30'}"
XV-jiJ6yb0LXlh4EyEWbqQ,Joey's New York Pizza and Italian Restaurant,30681 US Hwy 19,Palm Harbor,FL,34684,28.0511853,-82.7370533,3.5,183,"Italian, Pizza, Restaurants","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '14:0-21:0'}"
ZmrebvKKDIOKNCQaNo_8xg,The Hungry Greek,10041 N Dale Mabry Hwy,Tampa,FL,33618,28.042587,-82.504005,3.5,69,"Chicken Shop, Restaurants, Greek, Mediterranean","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}"
zIUUlBoQOQqQLoi2ElcWAg,Suegra Tequila Cantina,4022 Tampa Rd,Oldsmar,FL,34677,28.0352664484,-82.6549851894,3.5,132,"Restaurants, Mexican, New Mexican Cuisine","{'Monday': '15:0-22:0', 'Tuesday': '15:0-22:0', 'Wednesday': '15:0-22:0', 'Thursday': '15:0-22:0', 'Friday': '15:0-23:0', 'Saturday': '15:0-23:0', 'Sunday': '17:0-21:0'}"
GApqfwJMxg4t2tk3K2PpMw,Zoes Kitchen,15028 N Dale Mabry Hwy,Tampa,FL,33618,28.0870493,-82.5048328,4.5,94,"Kebab, Mediterranean, Greek, Restaurants, Sandwiches","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
tUhPRgJ7mBx-1fGef7Nv3w,TJ's Italian Cafe,1515 Gulf Blvd,Indian Rocks Beach,FL,33785,27.8984072785,-82.8479462971,3.5,166,"Italian, Restaurants, Seafood, Pizza","{'Monday': '15:0-22:0', 'Tuesday': '15:0-22:0', 'Wednesday': '15:0-22:0', 'Thursday': '15:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}"
WUZsRFKkL2YKdCp_SHNzqQ,Makkah Mart and Pastries,10740 N 56th St,Temple Terrace,FL,33617,28.0449451365,-82.3941105232,4.5,6,"Restaurants, Specialty Food, Bakeries, Turkish, Food, Grocery, Middle Eastern","{'Monday': '10:0-22:30', 'Tuesday': '10:0-22:30', 'Wednesday': '10:0-22:30', 'Thursday': '10:0-22:30', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-22:30'}"
vTNm04guTgOT5hCmGSN5HA,Wawa,804 E Bearss Ave,Tampa,FL,33613,28.0885325138,-82.4522646769,4.0,23,"Food, Gas Stations, Sandwiches, Automotive, Restaurants, Convenience Stores, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
9svAtGS29ILNTN0eYdi3UQ,Untouchables Pasta & Pizza,1150 Clearwater Largo Rd N,Largo,FL,33770,27.9273775,-82.7956508,3.5,124,"Pizza, Restaurants, Italian","{'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '16:0-21:0'}"
ZiQiMlvgk19GrEEkN9kyRA,The Blind Tiger Cafe - Ybor City,1901 E 7th Ave,Tampa,FL,33605,27.9601407,-82.4378181,4.5,331,"Shopping, Vegan, Vegetarian, Beer, Wine & Spirits, Sandwiches, Food, Bagels, Bakeries, Coffee & Tea, Men's Clothing, American (Traditional), Restaurants, Women's Clothing, Breakfast & Brunch, Acai Bowls, Fashion, Cafes","{'Monday': '0:0-0:0', 'Tuesday': '7:30-20:0', 'Wednesday': '7:30-20:0', 'Thursday': '7:30-20:0', 'Friday': '9:0-22:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}"
wA7v8fiuWZ4qOW12HAVcGg,Grand China,6168 Gunn Hwy,Tampa,FL,33625,28.0635922,-82.5511343,3.5,19,"Restaurants, Chinese","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-22:0'}"
bMIVLkX6-0U2NVPaVwt94A,Poblanos Mexican Grill & Bar,2451 N McMullen Booth Rd,Clearwater,FL,33759,28.0104334843,-82.7098818788,3.0,189,"Ethnic Food, Specialty Food, Food, Mexican, Restaurants","{'Monday': '11:0-23:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
vGupL5VfwBfkU5U0XylElQ,Taqueria Olmeca,1201 E College Ave,Ruskin,FL,33570,27.7124983663,-82.4183175589,4.5,32,"Mexican, Restaurants, Food, Food Trucks","{'Monday': '16:30-20:0', 'Tuesday': '16:30-20:0', 'Wednesday': '16:30-20:0', 'Thursday': '16:30-20:0', 'Friday': '16:30-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}"
iCUYFHzotxgpi3PxopT5zQ,Limon Loco Fresh Mexican Grill,5838 54th Ave N,Saint Petersburg,FL,33709,27.8210044,-82.7131549,1.5,12,"New Mexican Cuisine, Tex-Mex, Food Delivery Services, Specialty Food, Pizza, Food, Mexican, Fast Food, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0'}"
g__reLE-nkT2HrRDE0R55A,Ruby Cafe,3308 W Kennedy Blvd,Tampa,FL,33609,27.944479,-82.497818,3.5,5,"Cafes, Restaurants, Persian/Iranian","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0'}"
sZv9RBbLG5PBO3AJB33HUg,Bollywood Cafe & Grill,6616 S Mcdill Ave,Tampa,FL,33611,27.87179,-82.493742,4.5,5,"Food, Restaurants, Halal, Indian","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-21:0'}"
poTRFH1mfLElY4pV5pad4g,Aunt Chilada's Cantina,34718 US Hwy 19 N,Palm Harbor,FL,34684,28.0886597,-82.7395962,2.0,5,"Mexican, Restaurants",Hours not specified
kZc2yP2UGdB8XqTuf5yNDg,Cafe Modern Plus Thai&Sushi,18431 US-41,Lutz,FL,33549,28.1405398249,-82.461099332,4.5,9,"Thai, Restaurants, Sushi Bars","{'Monday': '0:0-0:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '11:0-20:0'}"
6CkM4X2aKULL30r8KUZZEQ,Moe's Southwest Grill,1011 E Brandon Blvd,Brandon,FL,33511,27.9368647414,-82.267029,1.5,27,"Tex-Mex, Restaurants, Mexican","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '10:30-20:0'}"
3UK4mtRYfn0efzFKbDEtCA,Hungry Howie's Pizza & Subs,620 Alt 19 N,Palm Harbor,FL,34683,28.073927,-82.766749,3.5,10,"Pizza, Restaurants, Italian, Chicken Wings, Sandwiches","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-23:0'}"
zzIF9qp2UoHN48EeZH_IDg,Domino's Pizza,40188 US Hwy 19 N,Tarpon Springs,FL,34689,28.137368,-82.740846,3.0,19,"Italian, Restaurants, Pizza, Chicken Wings, Sandwiches","{'Monday': '10:30-1:0', 'Tuesday': '10:30-1:0', 'Wednesday': '10:30-1:0', 'Thursday': '10:30-1:0', 'Friday': '10:30-2:0', 'Saturday': '10:30-2:0', 'Sunday': '10:30-1:0'}"
d9vapPUlJCSSrltRRKO9ig,Sushi Avenue,2826 E Bearss Ave,Tampa,FL,33613,28.0814183,-82.4275746,4.0,150,"Korean, Japanese, Asian Fusion, Sushi Bars, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:30', 'Saturday': '17:0-22:30', 'Sunday': '16:0-21:0'}"
v5ktgWMAARaczTMh2rAJKg,San Jose Mexican Restaurant,"16540 Pointe Village Dr, Ste 112",Lutz,FL,33558,28.1893346665,-82.5410481178,3.0,155,"Restaurants, Mexican, Salad","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}"
CSRbFLgUDO1cvr3OlRMLHA,Pokeworks,"2223 N Westshore Blvd, Ste 230B",Tampa,FL,33607,27.9646718,-82.5206425,4.0,72,"Food, Poke, Hawaiian, Sushi Bars, Salad, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-18:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-18:0'}"
j7c9WjWoYK_JpitKoRhE-A,Bello,903 N Franklin St,Tampa,FL,33602,27.9518076,-82.4595044,3.5,33,"Italian, Restaurants, Sandwiches, Breakfast & Brunch","{'Wednesday': '17:0-23:0', 'Thursday': '17:0-23:0', 'Friday': '17:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-23:0'}"
jYMxtQhB1YP0dfhr9P96ng,El Tipico Criollo,4721 Normandy Dr,Tampa,FL,33615,27.9873566489,-82.5709779877,4.0,62,"Restaurants, Latin American, Dominican, Caribbean, Delis","{'Monday': '6:30-20:30', 'Tuesday': '6:30-20:30', 'Wednesday': '6:30-20:30', 'Thursday': '6:30-20:30', 'Friday': '6:30-20:30', 'Saturday': '6:30-20:30', 'Sunday': '8:0-18:0'}"
RQ2UTXJHtY8UWDBNLYVMCw,Karma Juice Bar And Eatery,201 Main St,Safety Harbor,FL,34695,27.9909625359,-82.6893534259,4.5,10,"Juice Bars & Smoothies, Food, Acai Bowls, Salad, Sandwiches, Vegetarian, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-17:0'}"
_GfWx9wdaLadRaQV9MASig,OGGI - St Petersburg,10316 Roosevelt Blvd N,Saint Petersburg,FL,33716,27.8659055825,-82.6427573338,4.0,21,"Italian, Restaurants","{'Monday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0'}"
Ul-Il9YPreYhsZtUYzFnaA,Shell Gas Station at Suncoast Crossings,16138 State Road 54,Odessa,FL,33556,28.1870513555,-82.548239302,2.0,24,"Automotive, Gas Stations",Hours not specified
i5toijAsL6ivxzVqCc9OEg,Shell Gas Station,2198 Main St,Clearwater,FL,33759,28.0198450547,-82.7472778949,2.5,6,"Automotive, Gas Stations","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
jwRlmoAC0ItrVN5E7hOqzg,Chipotle Mexican Grill,1418 66th St N,Saint Petersburg,FL,33710,27.7856821,-82.728935,2.5,65,"Mexican, Fast Food, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '10:45-22:0', 'Wednesday': '10:45-22:0', 'Thursday': '10:45-22:0', 'Friday': '10:45-22:0', 'Saturday': '10:45-22:0', 'Sunday': '10:45-22:0'}"
hbu99aFDn_iYKDSZNQOr3A,J's Pizza Effect,33135 US Hwy 19 N,Palm Harbor,FL,34684,28.0731892,-82.7372698,3.5,16,"Cheesesteaks, Pizza, Italian, Salad, Chicken Wings, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0'}"
6Z89Ixagyc0mrVnyZHiIVw,Catch Twenty Three,10103 Montague St,Tampa,FL,33626,28.0433568,-82.5970998,4.0,407,"Restaurants, Latin American, Caribbean, Sushi Bars, Seafood","{'Monday': '0:0-0:0', 'Tuesday': '16:30-21:30', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '16:30-22:30', 'Saturday': '10:30-22:30', 'Sunday': '10:30-21:30'}"
ScWo1fsKbn6vJftI49bqcw,Coffee Evi,4020 W Kennedy Blvd,Tampa,FL,33609,27.9445434,-82.5107071,4.5,72,"Food, Breakfast & Brunch, Restaurants, Gluten-Free, Coffee & Tea, Bakeries, Bagels","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '10:0-14:0'}"
wbwDE3g8j4w-TGy_E6dMSw,Cazador Grill,10918 N 56th St,Temple Terrace,FL,33617,28.0481089,-82.3942414,4.5,259,"Restaurants, Steakhouses, Peruvian, Seafood","{'Monday': '16:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '13:0-22:0', 'Sunday': '13:0-20:0'}"
CSlJBdoIGHhVg_JAc5aZwA,Starkey Pizza,12512 Starkey Rd,Largo,FL,33773,27.8860589,-82.7630514,4.0,38,"Sandwiches, Restaurants, Pizza, Italian","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '12:0-22:0'}"
U1VdxazyPMrmf6sCZFKL2A,Thai Basil II,1700 W Bay Dr,Largo,FL,33770,27.9170858,-82.8064506,4.0,85,"Restaurants, Thai, Sushi Bars","{'Monday': '16:0-21:30', 'Tuesday': '16:0-21:30', 'Wednesday': '16:0-21:30', 'Thursday': '16:0-21:30', 'Friday': '16:0-21:30', 'Saturday': '16:0-21:30'}"
FYpfaVtAzEeSVB1-fU4L9Q,La Lechonera,5601 N Armenia Ave,Tampa,FL,33603,27.9978114,-82.4842267,4.0,133,"Caribbean, Puerto Rican, Restaurants, Latin American","{'Monday': '0:0-0:0', 'Tuesday': '9:0-18:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-21:0'}"
h0tUOsL3sRYVqSQlxWjW5g,Minerva Indian Restaurant,19050 Bruce B Downs Blvd,Tampa,FL,33647,28.1460177958,-82.354815,4.0,289,"Bars, Beer Bar, Nightlife, Restaurants, Indian, Pakistani, Buffets, Halal, Southern","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-22:0'}"
igC3UWYb9RF5CXOQOVypMw,Besa Grill,2542 N McMullen Booth Rd,Clearwater,FL,33761,28.0138060632,-82.7098607124,3.5,144,"Restaurants, American (New), Latin American, Mexican","{'Monday': '11:30-21:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '10:0-21:0'}"
SzSLKafTPOQzp3pfzPjEVg,Ichiban Japanese Cuisine & Sushi Bar,"2786 E Fowler Ave, Ste A",Tampa,FL,33612,28.0555039,-82.4273789,3.5,196,"Japanese, Gluten-Free, Restaurants, Asian Fusion, Sushi Bars","{'Monday': '0:0-0:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '16:0-21:0', 'Sunday': '16:0-21:0'}"
C_csOMzSkq3Ufau_rKmTmg,Luv Child,516 South Howard Ave,Tampa,FL,33606,27.9387699,-82.4827424,4.5,316,"Cafes, Coffee & Tea, Food, Latin American, Mexican, Burgers, Nightlife, Bars, Cuban, Cocktail Bars, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-0:0', 'Friday': '15:0-22:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-22:0'}"
t132qqcNfr_3ZASDxhdn_Q,Taco Bell,3550 Ulmerton Rd,Clearwater,FL,33762,27.8931180534,-82.6816124631,2.5,22,"Tex-Mex, Tacos, Mexican, Food, Restaurants, Breakfast & Brunch, Fast Food","{'Monday': '7:0-1:0', 'Tuesday': '7:0-1:0', 'Wednesday': '7:0-1:0', 'Thursday': '7:0-1:0', 'Friday': '8:0-2:0', 'Saturday': '8:0-2:0', 'Sunday': '7:0-1:0'}"
